id,Exercise Name,Muscle Group,Equipment,Difficulty,Exercise_Type,Combined_Text,Exercise_URL,Video_URL,description
769,Gastrocnemius Stretch Push Up Position,"calves, gastrocnemius",None,Beginner,Stretching,"1
Get yourself in the pushup position.
2
Straighten your knees and try to push one heel down towards the ground.
3
Cross your other leg over the top to apply extra pressure to the stretch.



Calves Exercise, Leg Exercise, Calves, Gastrocnemius Exercise",https://musclewiki.com/recovery/male/calves/gastrocnemius-stretch-push-up-position/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-gastrocnemius-stretch-push-up-position-front.mp4#t=0.1,"The 'Gastrocnemius Stretch Push Up Position' is a 'Beginner' level 'Stretching' exercise that targets the 'calves, gastrocnemius' and requires 'None'. Instructions and tips: 1.Get yourself in the pushup position..2.Straighten your knees and try to push one heel down towards the ground..3.Cross your other leg over the top to apply extra pressure to the stretch..Calves Exercise, Leg Exercise, Calves, Gastrocnemius Exercise"
770,Gastrocnemius Stretch Unilateral On Box,"calves, gastrocnemius",None,Beginner,Stretching,"1
Stand on the edge of a box, knees extended.
2
Bend one leg while allowing the weight to push the heel of your straight leg towards the ground.
3
You should feel your calves being stretched.



Calves Exercise, Leg Exercise, Calves, Gastrocnemius Exercise",https://musclewiki.com/recovery/male/calves/gastrocnemius-stretch-unilateral-on-box/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-gastrocnemius-stretch-unilateral-on-box-side.mp4#t=0.1,"The 'Gastrocnemius Stretch Unilateral On Box' is a 'Beginner' level 'Stretching' exercise that targets the 'calves, gastrocnemius' and requires 'None'. Instructions and tips: 1.Stand on the edge of a box, knees extended..2.Bend one leg while allowing the weight to push the heel of your straight leg towards the ground..3.You should feel your calves being stretched..Calves Exercise, Leg Exercise, Calves, Gastrocnemius Exercise"
771,Gastrocnemius Stretch Unilateral On Wall,"calves, gastrocnemius",None,Beginner,Stretching,"1
Stand by a wall but not too close.
2
Place the palms on the wall and extend one leg behind you, while slightly bending the front leg.
3
Push the wall in order to drive the heel of the extended leg into the ground till you feel a stretch in your calf.



Calves Exercise, Leg Exercise, Calves, Gastrocnemius Exercise",https://musclewiki.com/recovery/male/calves/gastrocnemius-stretch-unilateral-on-wall/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-gastrocnemius-stretch-unilateral-on-wall-side.mp4#t=0.1,"The 'Gastrocnemius Stretch Unilateral On Wall' is a 'Beginner' level 'Stretching' exercise that targets the 'calves, gastrocnemius' and requires 'None'. Instructions and tips: 1.Stand by a wall but not too close..2.Place the palms on the wall and extend one leg behind you, while slightly bending the front leg..3.Push the wall in order to drive the heel of the extended leg into the ground till you feel a stretch in your calf..Calves Exercise, Leg Exercise, Calves, Gastrocnemius Exercise"
772,Gate Pose Variation Arm Extended on Side,obliques,None,Intermediate,Stretching,"1
Start on your knees and extend your right leg out to the side.
2
Raise your right arm above your head and reach towards the left side of the room.
3
Gently bend your body to the left side and rest your left hand on your left thigh.
4
Look up towards your right hand and hold the pose for a few breaths before switching sides.



Obliques, Gate Pose Arm Extended Looking Up, How To Do A Gate Pose Variation Arm Extended on Side, Yoga, Parighasana, Gate Pose, Ab Exercise, Yoga Pose, intermediate Yoga exercise, Yoga Exercises, Obliques Exercise, Parighasana Variations, How to do Gate Pose Variation Arm Extended on Side, Yoga Fitness",https://musclewiki.com/yoga/male/obliques/gate-pose-variation-arm-extended-on-side/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-gate-pose-arm-extended-on-side-of-head-looking-up-front.mp4#t=0.1,"The 'Gate Pose Variation Arm Extended on Side' is a 'Intermediate' level 'Stretching' exercise that targets the 'obliques' and requires 'None'. Instructions and tips: 1.Start on your knees and extend your right leg out to the side..2.Raise your right arm above your head and reach towards the left side of the room..3.Gently bend your body to the left side and rest your left hand on your left thigh..4.Look up towards your right hand and hold the pose for a few breaths before switching sides..Obliques, Gate Pose Arm Extended Looking Up, How To Do A Gate Pose Variation Arm Extended on Side, Yoga, Parighasana, Gate Pose, Ab Exercise, Yoga Pose, intermediate Yoga exercise, Yoga Exercises, Obliques Exercise, Parighasana Variations, How to do Gate Pose Variation Arm Extended on Side, Yoga Fitness"
773,Gironda Chin Up,"biceps, forearms",bodyweight,Advanced,Muscle Building,"1
Grab the bar shoulder width apart with a supinated grip (palms facing you)
2
With your body hanging and arms fully extended, pull yourself up and lean backwards. Try to touch your chest to the bar.
3
Slowly return to starting position. Repeat.



Bodyweight Fitness, Bodyweight Exercise, At Home Exercise, Lats Exercise",https://musclewiki.com/bodyweight/male/biceps/gironda-chin-up/,https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-gironda-chin-up-side.mp4#t=0.1,"The 'Gironda Chin Up' is a 'Advanced' level 'Muscle Building' exercise that targets the 'biceps, forearms' and requires 'bodyweight'. Instructions and tips: 1.Grab the bar shoulder width apart with a supinated grip (palms facing you).2.With your body hanging and arms fully extended, pull yourself up and lean backwards. Try to touch your chest to the bar..3.Slowly return to starting position. Repeat..Bodyweight Fitness, Bodyweight Exercise, At Home Exercise, Lats Exercise"
774,Glute Bridge,glutes,bodyweight,Beginner,Muscle Building,"1
Lie down with your knees bent and your feet flat on the floor.
2
Push your hips up so that your butt is elevated and your back straight.
3
Tense your glutes and raise your hips towards the ceiling.
4
Once you are at the highest point you can manage, hold the position for a few seconds, and then slowly return to the starting position



Glutes Exercise, Bodyweight Exercise, At Home Exercise, beginner Bodyweight exercise, How To Do A Glute Bridge, Butt Exercise, Glute Exercise, Bodyweight Fitness, How to do Glute Bridge",https://musclewiki.com/bodyweight/male/glutes/glute-bridge/,https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-glute-bridge-side.mp4#t=0.1,"The 'Glute Bridge' is a 'Beginner' level 'Muscle Building' exercise that targets the 'glutes' and requires 'bodyweight'. Instructions and tips: 1.Lie down with your knees bent and your feet flat on the floor..2.Push your hips up so that your butt is elevated and your back straight..3.Tense your glutes and raise your hips towards the ceiling..4.Once you are at the highest point you can manage, hold the position for a few seconds, and then slowly return to the starting position.Glutes Exercise, Bodyweight Exercise, At Home Exercise, beginner Bodyweight exercise, How To Do A Glute Bridge, Butt Exercise, Glute Exercise, Bodyweight Fitness, How to do Glute Bridge"
775,Glute Bridge Eccentric Unilateral,glutes,bodyweight,Beginner,Muscle Building,"1
Lie down with your knees bent and your feet flat on the floor.
2
Push your hips up so that your butt is elevated and your back straight.
3
Tense your glutes and raise your hips towards the ceiling.
4
Once you are at the highest point you can manage, hold the position for a few seconds, and raise one leg off the ground.
5
Lower slowly to the start position.



Butt Exercise, Bodyweight Fitness, Glutes Exercise, Glute Exercise, At Home Exercise, Bodyweight Exercise",https://musclewiki.com/bodyweight/male/glutes/glute-bridge-eccentric-unilateral/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-glute-bridge-eccentric-unilateral-front.mp4#t=0.1,"The 'Glute Bridge Eccentric Unilateral' is a 'Beginner' level 'Muscle Building' exercise that targets the 'glutes' and requires 'bodyweight'. Instructions and tips: 1.Lie down with your knees bent and your feet flat on the floor..2.Push your hips up so that your butt is elevated and your back straight..3.Tense your glutes and raise your hips towards the ceiling..4.Once you are at the highest point you can manage, hold the position for a few seconds, and raise one leg off the ground..5.Lower slowly to the start position..Butt Exercise, Bodyweight Fitness, Glutes Exercise, Glute Exercise, At Home Exercise, Bodyweight Exercise"
776,Glute Bridge Isometric Hold Single Alternate,glutes,bodyweight,Beginner,Muscle Building,"1
Lie on your back. Bend your knees so your feet are flat on the floor with heels under knees
2
Push through your heels into the ground, lifting your hips up to the point where there is a straight line from your chest to your knees. Squeeze your bum at the top of the movement
3
Maintain the top position and extend one leg at the time.



Butt Exercise, Bodyweight Fitness, Glutes Exercise, Glute Exercise, At Home Exercise, Bodyweight Exercise",https://musclewiki.com/bodyweight/male/glutes/glute-bridge-isometric-hold-single-alternate/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-glute-bridge-isometric-hold-single-alternate-front.mp4#t=0.1,"The 'Glute Bridge Isometric Hold Single Alternate' is a 'Beginner' level 'Muscle Building' exercise that targets the 'glutes' and requires 'bodyweight'. Instructions and tips: 1.Lie on your back. Bend your knees so your feet are flat on the floor with heels under knees.2.Push through your heels into the ground, lifting your hips up to the point where there is a straight line from your chest to your knees. Squeeze your bum at the top of the movement.3.Maintain the top position and extend one leg at the time..Butt Exercise, Bodyweight Fitness, Glutes Exercise, Glute Exercise, At Home Exercise, Bodyweight Exercise"
777,Glute Ham Raise,"hamstrings, medial-hamstrings",machine,Intermediate,Muscle Building,"1
Position yourself on a glute ham raise machine or find a suitable substitute like a stability ball or bench.
2
Adjust the equipment to fit your body by setting the footplate at an appropriate height and making sure your feet are securely anchored.
3
Begin the movement by slowly lowering your upper body towards the ground while keeping your torso and legs aligned.
4
Once you reach the lowest point where your body is parallel to the ground or as far as you can comfortably go, pause briefly.
5
Engage your glutes and hamstrings again as you push yourself back up to the starting position, using the strength of your posterior chain muscles.



Leg Exercise, How To Do A Glute Ham Raise, Hamstrings Exercise, How to do Glute Ham Raise, Hamstring Exercise",https://musclewiki.com/machine/male/hamstrings/glute-ham-raise/,https://media.musclewiki.com/media/uploads/videos/branded/male-machine-glute-ham-raise-front.mp4#t=0.1,"The 'Glute Ham Raise' is a 'Intermediate' level 'Muscle Building' exercise that targets the 'hamstrings, medial-hamstrings' and requires 'machine'. Instructions and tips: 1.Position yourself on a glute ham raise machine or find a suitable substitute like a stability ball or bench..2.Adjust the equipment to fit your body by setting the footplate at an appropriate height and making sure your feet are securely anchored..3.Begin the movement by slowly lowering your upper body towards the ground while keeping your torso and legs aligned..4.Once you reach the lowest point where your body is parallel to the ground or as far as you can comfortably go, pause briefly..5.Engage your glutes and hamstrings again as you push yourself back up to the starting position, using the strength of your posterior chain muscles..Leg Exercise, How To Do A Glute Ham Raise, Hamstrings Exercise, How to do Glute Ham Raise, Hamstring Exercise"
778,Glute Hip Rotator Stretch 1 Seated,glutes,None,Beginner,Stretching,"1
Sit on a bench.
2
Cross the ankle of one leg over the knee of the other.
3
Press the knee of the crossed leg outwards.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/glute-hip-rotator-stretch-1-seated/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-glute-hip-rotator-stretch-1-seated-side.mp4#t=0.1,"The 'Glute Hip Rotator Stretch 1 Seated' is a 'Beginner' level 'Stretching' exercise that targets the 'glutes' and requires 'None'. Instructions and tips: 1.Sit on a bench..2.Cross the ankle of one leg over the knee of the other..3.Press the knee of the crossed leg outwards..Glutes Exercise, Butt Exercise, Glute Exercise"
779,Glute Hip Rotator Stretch 2 Seated,glutes,None,Beginner,Stretching,"1
Sit on a bench.
2
Cross the ankle of one leg over the knee of the other.
3
Pull your knee toward you and hold for a specified amount of time.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/glute-hip-rotator-stretch-2-seated/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-glute-hip-rotator-stretch-2-seated-front.mp4#t=0.1,"The 'Glute Hip Rotator Stretch 2 Seated' is a 'Beginner' level 'Stretching' exercise that targets the 'glutes' and requires 'None'. Instructions and tips: 1.Sit on a bench..2.Cross the ankle of one leg over the knee of the other..3.Pull your knee toward you and hold for a specified amount of time..Glutes Exercise, Butt Exercise, Glute Exercise"
780,Glute Hip Rotator Stretch 3 Seated,glutes,None,Beginner,Stretching,"1
Sit on a bench.
2
Cross the ankle of one leg over the knee of the other.
3
Push your knee away from you and lean forward for a specified amount of time.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/glute-hip-rotator-stretch-3-seated/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-glute-hip-rotator-stretch-3-seated-side.mp4#t=0.1,"The 'Glute Hip Rotator Stretch 3 Seated' is a 'Beginner' level 'Stretching' exercise that targets the 'glutes' and requires 'None'. Instructions and tips: 1.Sit on a bench..2.Cross the ankle of one leg over the knee of the other..3.Push your knee away from you and lean forward for a specified amount of time..Glutes Exercise, Butt Exercise, Glute Exercise"
781,Glute Hip Rotator Stretch Supine,glutes,None,Beginner,Stretching,"1
Lie on your back with bent knees and feet on the floor.
2
Cross the ankle of your one leg over the knee of the other.
3
Reach in between your legs, grabbing the thigh of the leg that is still on the ground.
4
Pull that leg towards your chest.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/glute-hip-rotator-stretch-supine/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-glute-hip-rotator-stretch-supine-front.mp4#t=0.1,"The 'Glute Hip Rotator Stretch Supine' is a 'Beginner' level 'Stretching' exercise that targets the 'glutes' and requires 'None'. Instructions and tips: 1.Lie on your back with bent knees and feet on the floor..2.Cross the ankle of your one leg over the knee of the other..3.Reach in between your legs, grabbing the thigh of the leg that is still on the ground..4.Pull that leg towards your chest..Glutes Exercise, Butt Exercise, Glute Exercise"
782,Glute Piriformis Mobilisation 1 Floor Seated Lacrosse Ball,glutes,None,Beginner,Muscle Building,"1
Sit on a massage ball distributing your weight between feet, palm and glute.
2
Lean to the side and try to find a tight/painful spot while wiggling on the ball.
3
Follow the pain as it shifts around your glute.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/glute-piriformis-mobilisation-1-floor-seated-lacrosse-ball/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-glute-piriformis-mobilisation-1-floor-seated-lacrosse-ball-front.mp4#t=0.1,"The 'Glute Piriformis Mobilisation 1 Floor Seated Lacrosse Ball' is a 'Beginner' level 'Muscle Building' exercise that targets the 'glutes' and requires 'None'. Instructions and tips: 1.Sit on a massage ball distributing your weight between feet, palm and glute..2.Lean to the side and try to find a tight/painful spot while wiggling on the ball..3.Follow the pain as it shifts around your glute..Glutes Exercise, Butt Exercise, Glute Exercise"
783,Glute Stretch Knee Pull Dynamic Standing,glutes,None,Beginner,Stretching,"1
Stand up straight with a good form.
2
Alternate between pulling your knees towards you chest.
3
Make sure you maintain an upright posture throughout the movement.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/glute-stretch-knee-pull-dynamic-standing-unilateral/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-glute-stretch-knee-pull-dynamic-standing-unilateral-front.mp4#t=0.1,"The 'Glute Stretch Knee Pull Dynamic Standing' is a 'Beginner' level 'Stretching' exercise that targets the 'glutes' and requires 'None'. Instructions and tips: 1.Stand up straight with a good form..2.Alternate between pulling your knees towards you chest..3.Make sure you maintain an upright posture throughout the movement..Glutes Exercise, Butt Exercise, Glute Exercise"
784,Glute Stretch Static Unilateral,glutes,None,Beginner,Stretching,"1
Lie on your back.
2
Bend one knee and pull it towards your chest.
3
Maintain the stretch for a few seconds before swapping legs.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/glute-stretch-static-unilateral/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-glute-stretch-static-unilateral-front.mp4#t=0.1,"The 'Glute Stretch Static Unilateral' is a 'Beginner' level 'Stretching' exercise that targets the 'glutes' and requires 'None'. Instructions and tips: 1.Lie on your back..2.Bend one knee and pull it towards your chest..3.Maintain the stretch for a few seconds before swapping legs..Glutes Exercise, Butt Exercise, Glute Exercise"
785,Gluteator,glutes,machine,Beginner,Muscle Building,"1
Sit on the seat upright with your knees placed on the pads and your feet on the foot pads.
2
Push your legs outwards and backwards and flex your glutes.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/machine/male/glutes/gluteator/,https://media.musclewiki.com/media/uploads/videos/branded/male-Machine-gluteator-front.mp4#t=0.1,"The 'Gluteator' is a 'Beginner' level 'Muscle Building' exercise that targets the 'glutes' and requires 'machine'. Instructions and tips: 1.Sit on the seat upright with your knees placed on the pads and your feet on the foot pads..2.Push your legs outwards and backwards and flex your glutes..Glutes Exercise, Butt Exercise, Glute Exercise"
786,Glutes Stretch Variation One,glutes,None,Beginner,Stretching,"1
On your front, place one leg forward and then stretch out the same side arm across the mat/floor.
2
Fully extend your leg and arm.
3
Hold at the peak of the stretch, then slowly return to starting position.
4
Switch sides and repeat.



Glutes Exercise, How to do Glutes Stretch Variation One, Fitness Stretch, Glute Exercise, Butt Exercise, beginner Stretches exercise, How To Do A Glutes Stretch Variation One",https://musclewiki.com/stretches/male/glutes/glutes-stretch-variation-one/,https://media.musclewiki.com/media/uploads/videos/branded/male-glutes-stretch-variation-1-front.mp4#t=0.1,"The 'Glutes Stretch Variation One' is a 'Beginner' level 'Stretching' exercise that targets the 'glutes' and requires 'None'. Instructions and tips: 1.On your front, place one leg forward and then stretch out the same side arm across the mat/floor..2.Fully extend your leg and arm..3.Hold at the peak of the stretch, then slowly return to starting position..4.Switch sides and repeat..Glutes Exercise, How to do Glutes Stretch Variation One, Fitness Stretch, Glute Exercise, Butt Exercise, beginner Stretches exercise, How To Do A Glutes Stretch Variation One"
787,Glutes Stretch Variation Three,glutes,None,Beginner,Stretching,"1
Lay flat and bring your left leg to 90 degrees.
2
Hold your left leg with both hands and slowly rotate your hips to the right hand side.
3
Hold at the peak of the stretch, then slowly return to starting position.
4
Switch sides and repeat.



beginner Stretches exercise, Butt Exercise, Fitness Stretch, How To Do A Glutes Stretch Variation Three, Glutes Exercise, How to do Glutes Stretch Variation Three, Glute Exercise",https://musclewiki.com/stretches/male/glutes/glutes-stretch-variation-three/,https://media.musclewiki.com/media/uploads/videos/branded/male-glutes-stretch-variation-3-front.mp4#t=0.1,"The 'Glutes Stretch Variation Three' is a 'Beginner' level 'Stretching' exercise that targets the 'glutes' and requires 'None'. Instructions and tips: 1.Lay flat and bring your left leg to 90 degrees..2.Hold your left leg with both hands and slowly rotate your hips to the right hand side..3.Hold at the peak of the stretch, then slowly return to starting position..4.Switch sides and repeat..beginner Stretches exercise, Butt Exercise, Fitness Stretch, How To Do A Glutes Stretch Variation Three, Glutes Exercise, How to do Glutes Stretch Variation Three, Glute Exercise"
788,Glutes Stretch Variation Two,glutes,None,Beginner,Stretching,"1
Sit on the ground and lay one leg flat and the other over the top.
2
Hold your leg with the same side arm and slowly rotate your hips and back.
3
Hold at the peak of the stretch, then slowly return to starting position.
4
Switch sides and repeat.



Glutes Exercise, How To Do A Glutes Stretch Variation Two, Fitness Stretch, How to do Glutes Stretch Variation Two, Glute Exercise, Butt Exercise, beginner Stretches exercise",https://musclewiki.com/stretches/male/glutes/glutes-stretch-variation-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-glutes-stretch-variation-2-front.mp4#t=0.1,"The 'Glutes Stretch Variation Two' is a 'Beginner' level 'Stretching' exercise that targets the 'glutes' and requires 'None'. Instructions and tips: 1.Sit on the ground and lay one leg flat and the other over the top..2.Hold your leg with the same side arm and slowly rotate your hips and back..3.Hold at the peak of the stretch, then slowly return to starting position..4.Switch sides and repeat..Glutes Exercise, How To Do A Glutes Stretch Variation Two, Fitness Stretch, How to do Glutes Stretch Variation Two, Glute Exercise, Butt Exercise, beginner Stretches exercise"
789,Good Mornings,"hamstrings, glutes",bodyweight,Beginner,Muscle Building,"1
Stand with your feet a little past shoulder width apart with a slight bend at your knee. Place your hands behind the back of your head.
2
Keeping your back straight, rotate your hips to bring your shoulders down towards the floor. Stop when your chest is parallel with the floor.



Butt Exercise, Bodyweight Fitness, Glutes Exercise, beginner Bodyweight exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, At Home Exercise, How To Do A Good Mornings, How to do Good Mornings, Bodyweight Exercise, Hamstring Exercise",https://musclewiki.com/bodyweight/male/lowerback/good-mornings/,https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-good-mornings-side.mp4#t=0.1,"The 'Good Mornings' is a 'Beginner' level 'Muscle Building' exercise that targets the 'hamstrings, glutes' and requires 'bodyweight'. Instructions and tips: 1.Stand with your feet a little past shoulder width apart with a slight bend at your knee. Place your hands behind the back of your head..2.Keeping your back straight, rotate your hips to bring your shoulders down towards the floor. Stop when your chest is parallel with the floor..Butt Exercise, Bodyweight Fitness, Glutes Exercise, beginner Bodyweight exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, At Home Exercise, How To Do A Good Mornings, How to do Good Mornings, Bodyweight Exercise, Hamstring Exercise"
790,Half Kneeling Hip Hinge,"hamstrings, glutes",bodyweight,Intermediate,Muscle Building,"1
Place one knee on a bench.
2
Push your hips back while leaving your knee mostly extended. Look for a stretch in your hamstrings.
3
When you feel the stretch, push your hips forward until you're back in a standing position.



Butt Exercise, Bodyweight Fitness, Glutes Exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, At Home Exercise, Bodyweight Exercise, Hamstring Exercise",https://musclewiki.com/bodyweight/male/lowerback/half-kneeling-hip-hinge/,https://media.musclewiki.com/media/uploads/videos/branded/male-Bodyweight-half-kneeling-hip-hinge-front.mp4#t=0.1,"The 'Half Kneeling Hip Hinge' is a 'Intermediate' level 'Muscle Building' exercise that targets the 'hamstrings, glutes' and requires 'bodyweight'. Instructions and tips: 1.Place one knee on a bench..2.Push your hips back while leaving your knee mostly extended. Look for a stretch in your hamstrings..3.When you feel the stretch, push your hips forward until you're back in a standing position..Butt Exercise, Bodyweight Fitness, Glutes Exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, At Home Exercise, Bodyweight Exercise, Hamstring Exercise"
791,Half Lotus,glutes,None,Beginner,Stretching,"1
Sit on a yoga mat with legs straight in front of you.
2
Bend the right knee and place the right foot on top of the left thigh. Allow the right knee to fall towards the floor.
3
Bring the left foot onto the right thigh. Keep the spine straight and rest hands on the knees.
4
Hold for several breaths and then release.



Padmasana, Butt Exercise, beginner Yoga exercise, Yoga Fitness, Yoga, Glutes Exercise, Half Lotus Pose, Glute Exercise, Padmasana Seated, Yoga Pose, Yoga Exercises, How to do Half Lotus, How To Do A Half Lotus",https://musclewiki.com/yoga/male/glutes/half-lotus/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-half-lotus-side.mp4#t=0.1,"The 'Half Lotus' is a 'Beginner' level 'Stretching' exercise that targets the 'glutes' and requires 'None'. Instructions and tips: 1.Sit on a yoga mat with legs straight in front of you..2.Bend the right knee and place the right foot on top of the left thigh. Allow the right knee to fall towards the floor..3.Bring the left foot onto the right thigh. Keep the spine straight and rest hands on the knees..4.Hold for several breaths and then release..Padmasana, Butt Exercise, beginner Yoga exercise, Yoga Fitness, Yoga, Glutes Exercise, Half Lotus Pose, Glute Exercise, Padmasana Seated, Yoga Pose, Yoga Exercises, How to do Half Lotus, How To Do A Half Lotus"
792,Half Monkey Pose,hamstrings,None,Beginner,Stretching,"1
Start in a tabletop position with your hands and knees on the floor.
2
Step your right foot forward, placing it between your hands.
3
Straighten your right leg and flex your toes towards your face, keeping your hands on the floor for support.
4
Hold for several breaths, then switch sides and repeat.



How To Do A Half Monkey Pose, beginner Yoga exercise, How to do Half Monkey Pose, Half Monkey Pose, Yoga, Leg Exercise, Hamstrings Exercise, Yoga Pose, Yoga Exercises, Ardha Hanumanasana, Yoga Fitness, Hamstring Exercise",https://musclewiki.com/yoga/male/hamstrings/half-monkey-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-half-monkey-pose-front.mp4#t=0.1,"The 'Half Monkey Pose' is a 'Beginner' level 'Stretching' exercise that targets the 'hamstrings' and requires 'None'. Instructions and tips: 1.Start in a tabletop position with your hands and knees on the floor..2.Step your right foot forward, placing it between your hands..3.Straighten your right leg and flex your toes towards your face, keeping your hands on the floor for support..4.Hold for several breaths, then switch sides and repeat..How To Do A Half Monkey Pose, beginner Yoga exercise, How to do Half Monkey Pose, Half Monkey Pose, Yoga, Leg Exercise, Hamstrings Exercise, Yoga Pose, Yoga Exercises, Ardha Hanumanasana, Yoga Fitness, Hamstring Exercise"
793,Half Neck Rolls,traps,None,Beginner,Stretching,"1
Sit cross-legged on the floor and interlace your fingers behind your head.
2
Drop your chin to your chest and roll your head to the right, bringing your right ear towards your right shoulder.
3
Slowly roll your head back to center, then over to the left so that your left ear is close to your left shoulder.
4
Repeat the movement from side to side, keeping your shoulders relaxed and breathing deeply.



beginner Yoga exercise, Trapezius Exercise, Yoga, How to do Half Neck Rolls, Traps Exercise, How To Do A Half Neck Rolls, Yoga Exercises, Yoga Pose, Half Neck Rolls Arms Crossed, Half Neck Rolls, Yoga Fitness",https://musclewiki.com/yoga/male/traps/half-neck-rolls/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-half-neck-rolls-side.mp4#t=0.1,"The 'Half Neck Rolls' is a 'Beginner' level 'Stretching' exercise that targets the 'traps' and requires 'None'. Instructions and tips: 1.Sit cross-legged on the floor and interlace your fingers behind your head..2.Drop your chin to your chest and roll your head to the right, bringing your right ear towards your right shoulder..3.Slowly roll your head back to center, then over to the left so that your left ear is close to your left shoulder..4.Repeat the movement from side to side, keeping your shoulders relaxed and breathing deeply..beginner Yoga exercise, Trapezius Exercise, Yoga, How to do Half Neck Rolls, Traps Exercise, How To Do A Half Neck Rolls, Yoga Exercises, Yoga Pose, Half Neck Rolls Arms Crossed, Half Neck Rolls, Yoga Fitness"
794,Hamstring Bridge Isometric Open Angle,"hamstrings, glutes",bodyweight,Beginner,Muscle Building,"1
Lie on your back with knees slightly bent and heels dug in.
2
Perform a posterior pelvic tilt (flatten your lower back on the ground).
3
Press the heels into the ground to raise your hips off it.
4
Hold the position for the specified duration.



Butt Exercise, Bodyweight Fitness, Glutes Exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, At Home Exercise, Bodyweight Exercise, Hamstring Exercise",https://musclewiki.com/bodyweight/male/glutes/hamstring-bridge-isometric-open-angle/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-bridge-isometric-open-angle-front.mp4#t=0.1,"The 'Hamstring Bridge Isometric Open Angle' is a 'Beginner' level 'Muscle Building' exercise that targets the 'hamstrings, glutes' and requires 'bodyweight'. Instructions and tips: 1.Lie on your back with knees slightly bent and heels dug in..2.Perform a posterior pelvic tilt (flatten your lower back on the ground)..3.Press the heels into the ground to raise your hips off it..4.Hold the position for the specified duration..Butt Exercise, Bodyweight Fitness, Glutes Exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, At Home Exercise, Bodyweight Exercise, Hamstring Exercise"
795,Hamstring Bridge With Elevated Legs Box Bilateral,"hamstrings, glutes",bodyweight,Beginner,Muscle Building,"1
Lie on your back. Place your heels on a box or bench, having a 90° angle at hips and knees.
2
Perform a posterior pelvic tilt (flatten your lower back against the ground).
3
Push through your heels into the box, lifting your hips up to the point where there is a straight line from your chest to your knees.



Butt Exercise, Bodyweight Fitness, Glutes Exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, At Home Exercise, Bodyweight Exercise, Hamstring Exercise",https://musclewiki.com/bodyweight/male/glutes/hamstring-bridge-with-elevated-legs-box-bilateral/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-bridge-with-elevated-legs-box-bilateral-front.mp4#t=0.1,"The 'Hamstring Bridge With Elevated Legs Box Bilateral' is a 'Beginner' level 'Muscle Building' exercise that targets the 'hamstrings, glutes' and requires 'bodyweight'. Instructions and tips: 1.Lie on your back. Place your heels on a box or bench, having a 90° angle at hips and knees..2.Perform a posterior pelvic tilt (flatten your lower back against the ground)..3.Push through your heels into the box, lifting your hips up to the point where there is a straight line from your chest to your knees..Butt Exercise, Bodyweight Fitness, Glutes Exercise, Leg Exercise, Glute Exercise, Hamstrings Exercise, At Home Exercise, Bodyweight Exercise, Hamstring Exercise"
