Exercise Name,Muscle Group,Equipment,Difficulty,Exercise_Type,Combined_Text,Exercise_URL,Video_URL
Glutes Stretch Variation Two,glutes,unknown,Novice,Stretching,"1
Sit on the ground and lay one leg flat and the other over the top.
2
Hold your leg with the same side arm and slowly rotate your hips and back.
3
Hold at the peak of the stretch, then slowly return to starting position.
4
Switch sides and repeat.



Glutes Exercise, How To Do A Glutes Stretch Variation Two, Fitness Stretch, How to do Glutes Stretch Variation Two, Glute Exercise, Butt Exercise, beginner Stretches exercise",https://musclewiki.com/stretches/male/glutes/glutes-stretch-variation-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-glutes-stretch-variation-2-front.mp4#t=0.1
Half Lotus,glutes,unknown,Beginner,Stretching,"1
Sit on a yoga mat with legs straight in front of you.
2
Bend the right knee and place the right foot on top of the left thigh. Allow the right knee to fall towards the floor.
3
Bring the left foot onto the right thigh. Keep the spine straight and rest hands on the knees.
4
Hold for several breaths and then release.



Padmasana, Butt Exercise, beginner Yoga exercise, Yoga Fitness, Yoga, Glutes Exercise, Half Lotus Pose, Glute Exercise, Padmasana Seated, Yoga Pose, Yoga Exercises, How to do Half Lotus, How To Do A Half Lotus",https://musclewiki.com/yoga/male/glutes/half-lotus/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-half-lotus-side.mp4#t=0.1
Half Monkey Pose,hamstrings,unknown,Beginner,Stretching,"1
Start in a tabletop position with your hands and knees on the floor.
2
Step your right foot forward, placing it between your hands.
3
Straighten your right leg and flex your toes towards your face, keeping your hands on the floor for support.
4
Hold for several breaths, then switch sides and repeat.



How To Do A Half Monkey Pose, beginner Yoga exercise, How to do Half Monkey Pose, Half Monkey Pose, Yoga, Leg Exercise, Hamstrings Exercise, Yoga Pose, Yoga Exercises, Ardha Hanumanasana, Yoga Fitness, Hamstring Exercise",https://musclewiki.com/yoga/male/hamstrings/half-monkey-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-half-monkey-pose-front.mp4#t=0.1
Half Neck Rolls,traps,unknown,Beginner,Stretching,"1
Sit cross-legged on the floor and interlace your fingers behind your head.
2
Drop your chin to your chest and roll your head to the right, bringing your right ear towards your right shoulder.
3
Slowly roll your head back to center, then over to the left so that your left ear is close to your left shoulder.
4
Repeat the movement from side to side, keeping your shoulders relaxed and breathing deeply.



beginner Yoga exercise, Trapezius Exercise, Yoga, How to do Half Neck Rolls, Traps Exercise, How To Do A Half Neck Rolls, Yoga Exercises, Yoga Pose, Half Neck Rolls Arms Crossed, Half Neck Rolls, Yoga Fitness",https://musclewiki.com/yoga/male/traps/half-neck-rolls/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-half-neck-rolls-side.mp4#t=0.1
Hamstring Mobilisation Seated Lacrosse Ball,hamstrings,unknown,Beginner,Muscle Building,"1
Place a massage ball on a bench.
2
Sit on the ball with your hamstring.
3
Move around till you find a tight/sore spot.
4
Extend and bend your knee to mobilise the hamstring.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-mobilisation-seated-lacrosse-ball/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-mobilisation-seated-lacrosse-ball-side.mp4#t=0.1
Hamstring Stretch Dynamic Standing Bilateral,hamstrings,unknown,Beginner,Stretching,"1
Standing, split stance.
2
Dynamically kick your back leg forward and up.
3
Return to starting position.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-dynamic-standing-bilateral/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-dynamic-standing-bilateral-front.mp4#t=0.1
Hamstring Stretch Dynamic Supine Alternating,hamstrings,unknown,Beginner,Stretching,"1
Lie on your back with straight legs.
2
Perform a posterior pelvic tilt and maintain the position.
3
Kick one leg up to feel a stretch in the hamstring.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-dynamic-supine-alternating/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-dynamic-supine-alternating-side.mp4#t=0.1
Hamstring Stretch Seated Single Leg,hamstrings,unknown,Beginner,Stretching,"1
Sit on the floor with both legs extended straight out in front of you. Keep your back straight and your core gently engaged

2
Bend one knee and bring the sole of that foot to rest against the inner thigh of your extended leg. Your bent knee should fall open to the side

3
Keeping your extended leg straight with your toes pointing upwards (flex your foot), slowly lean forward from your hips, reaching your hands towards your ankle, shin, or toes of the extended leg

4
Maintain a straight back and avoid rounding your shoulders. Focus on feeling the stretch along the back of your extended thigh

5
Hold the stretch for 20-30 seconds, breathing deeply and trying to relax into the stretch with each exhale. Avoid bouncing or forcing the stretch

6
Slowly release the stretch and return to the starting position. Repeat on the other side by extending the bent leg and bending the other



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-seated-single-leg/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-seated-single-leg-front.mp4#t=0.1
Hamstring Stretch Seated Single Leg Isometric,hamstrings,unknown,Beginner,Stretching,"1
Sit against a wall.
2
Bend one leg and tuck the foot by the straight leg's knee.
3
Dynamically reach forward towards your toes and return to starting position.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-seated-single-leg-isometric/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-seated-single-leg-isometric-front.mp4#t=0.1
Hamstring Stretch Static Standing Single Leg,hamstrings,unknown,Beginner,Stretching,"1
From the standing position, bring one leg slightly forward.
2
Raise your toes and lean over towards them.
3
Maintain the position.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-static-standing-single-leg/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-static-standing-single-leg-front.mp4#t=0.1
Hamstring Stretch Supine Dynamic Band,hamstrings,band,Beginner,Stretching,"1
Place a theraband or stretch strap around your foot.
2
Lie back onto the ground.
3
Raise your leg to stretching point with the aid of the band (strap).
4
Tug onto the strap on the end of range to dynamically stretch the hamstring.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-supine-dynamic/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-supine-dynamic-front.mp4#t=0.1
Hamstring Stretch Supine Glide,hamstrings,unknown,Beginner,Stretching,"1
Place a theraband around your foot.
2
Lie back onto the ground.
3
Raise your leg to stretching point with the aid of the band, keeping a slightly bent knee.
4
Extend and bend your knee to actively stretch your hamstring.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-supine-glide/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-supine-glide-front.mp4#t=0.1
Hamstring Stretch Supine Static,hamstrings,unknown,Beginner,Stretching,"1
Place a theraband or stretch strap around your foot.
2
Lie back onto the ground.
3
Raise your leg to stretching point with the aid of the band (strap).
4
Tug onto the strap on the end of range to dynamically stretch the hamstring.



Hamstrings Exercise, Leg Exercise, Hamstring Exercise",https://musclewiki.com/recovery/male/hamstrings/hamstring-stretch-supine-static/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hamstring-stretch-supine-static-front.mp4#t=0.1
Hamstrings Stretch Variation Four,hamstrings,unknown,Beginner,Stretching,"1
Sit on the floor with your legs out in front of you.
2
Reach forward to try and touch your toes. Reach as far forward as you can go.
3
Hold the stretch for a few seconds then return to starting position.



beginner Stretches exercise, Fitness Stretch, How to do Hamstrings Stretch Variation Four, Leg Exercise, How To Do A Hamstrings Stretch Variation Four, Hamstrings Exercise, Hamstring Exercise",https://musclewiki.com/stretches/male/hamstrings/hamstrings-stretch-variation-four/,https://media.musclewiki.com/media/uploads/videos/branded/male-hamstring-stretch-variation-4-front.mp4#t=0.1
Hamstrings Stretch Variation One,hamstrings,unknown,Beginner,Stretching,"1
Lie down with your legs reaching up the wall. your bum should be slightly off the floor.
2
Bend one leg and leave the other outstretched.
3
Push your thigh towards the wall.
4
Hold the stretch for a few seconds then return to starting position.



beginner Stretches exercise, Fitness Stretch, How To Do A Hamstrings Stretch Variation One, Leg Exercise, How to do Hamstrings Stretch Variation One, Hamstrings Exercise, Hamstring Exercise",https://musclewiki.com/stretches/male/hamstrings/hamstrings-stretch-variation-one/,https://media.musclewiki.com/media/uploads/videos/branded/male-hamstrings-stretch-variation-1-front.mp4#t=0.1
Hamstrings Stretch Variation Three,hamstrings,unknown,Beginner,Stretching,"1
Sit on the floor with one leg outstretched and the other bent at the knee, foot resting on the opposite inner thigh.
2
Reach forward to touch the toes of the outstretched leg.
3
Hold the stretch for a few seconds then return to starting position.



Hamstrings Exercise, Leg Exercise, Fitness Stretch, Hamstring Exercise, beginner Stretches exercise, How To Do A Hamstrings Stretch Variation Three, How to do Hamstrings Stretch Variation Three",https://musclewiki.com/stretches/male/hamstrings/hamstrings-stretch-variation-three/,https://media.musclewiki.com/media/uploads/videos/branded/male-hamstrings-stretch-variation-3-front.mp4#t=0.1
Hamstrings Stretch Variation Two,hamstrings,unknown,Beginner,Stretching,"1
Stand with one foot in front of the other.
2
Bend your rear leg as much as you can, keeping the front leg straight.
3
Hold the stretch for a few seconds then return to starting position.



Hamstrings Exercise, How To Do A Hamstrings Stretch Variation Two, Leg Exercise, Fitness Stretch, How to do Hamstrings Stretch Variation Two, Hamstring Exercise, beginner Stretches exercise",https://musclewiki.com/stretches/male/hamstrings/hamstrings-stretch-variation-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-hamstrings-stretch-variation-2-front.mp4#t=0.1
Headstand,"lateral-deltoid, anterior-deltoid",unknown,Advanced,Stretching,"1
Begin on your hands and knees with your wrists under your shoulders and your knees under your hips.
2
Place your forearms on the floor and interlace your fingers.
3
Place the crown of your head on the floor and tuck your toes under.
4
Walk your feet towards your head and lift your hips up.
5
Straighten your legs and find your balance. Hold for several breaths and then release.



How To Do A Headstand, Yoga Exercises, Headstand, Yoga Pose, Yoga Fitness, Shoulder Exercise, advanced exercise, Anterior Deltoid Exercise, advanced Yoga exercise, Sirasana, Yoga, How to do Headstand, Shoulders Exercise",https://musclewiki.com/yoga/male/shoulders/headstand/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-headstand-side.mp4#t=0.1
Hip Extension 4Pt Position Hold,glutes,unknown,Beginner,Muscle Building,"1
Start on the 4 point position (on all fours).
2
Straighten and raise one leg till it is parallel to the ground.
3
Make sure your spine remains in a neutral position.
4
If you feel your lower back stiff or sore when performing this exercise, ask a trainer or therapist to guide you through.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/hip-extension-4pt-position-isometric/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hip-extension-4pt-position-isometric-front.mp4#t=0.1
Hip Extension External Rotation 4Pt Position,glutes,unknown,Beginner,Muscle Building,"1
Start on the 4 point position (on all fours).
2
Straighten and raise one leg till it is parallel to the ground.
3
Maintain the position but externally rotate the leg (knee aims out)
4
If you feel your lower back stiff or sore when performing this exercise, ask a trainer or therapist to guide you through.



Glutes Exercise, Butt Exercise, Glute Exercise",https://musclewiki.com/recovery/male/glutes/hip-extension-external-rotation-4pt-position/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hip-extension-external-rotation-4pt-position-side.mp4#t=0.1
Hip Extension External Rotation Pulses 4Pt Position,glutes,unknown,Beginner,Muscle Building,"1
Start on the 4 point position (on all fours).
2
Straighten and raise one leg till it is parallel to the ground and externally rotate the leg (knee aims out).
3
Perform small upward movements while maintaining the externally rotated position of the knee.
4
Make sure your spine remains in a neutral position.



Glute Exercise, Butt Exercise, Glutes Exercise",https://musclewiki.com/recovery/male/glutes/hip-extension-external-rotation-pulses-4pt-position/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hip-extension-external-rotation-pulses-4pt-position-side.mp4#t=0.1
Hip Extension Into Side Flexion,glutes,unknown,Beginner,Muscle Building,"1
Start on the 4 point position (on all fours).
2
Straighten and raise one leg till it is parallel to the ground.
3
Make sure your spine remains in a neutral position.
4
If you feel your lower back stiff or sore when performing this exercise, ask a trainer or therapist to guide you through.



Glute Exercise, Butt Exercise, Glutes Exercise",https://musclewiki.com/recovery/male/glutes/hip-extension-into-side-flexion/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hip-extension-into-side-flexion-side.mp4#t=0.1
Hip Flexor Stretch Kneeling Lunge 1,"quads, rectus-femoris",bodyweight,Beginner,Stretching,"1
Bring yourself to kneeling lunge position. Keep a 90° angle at knees.
2
Slide the front knee forward while gently leaning back.
3
Squeeze the glute on the side of the leg that's to the front to avoid lower back complaints.



Quads Exercise, Leg Exercise, Quad Exercise, Rectus Femoris Exercise",https://musclewiki.com/recovery/male/quads/hip-flexor-stretch-kneeling-lunge-1/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hip-flexor-stretch-kneeling-lunge-1-front.mp4#t=0.1
Hip Flexor Stretch Kneeling Lunge 2,"quads, rectus-femoris",bodyweight,Beginner,Stretching,"1
Bring yourself to kneeling lunge position. Keep a 90° angle at knees.
2
Slide the front knee forward while gently leaning back. Raise your arm diagonally backwards
3
Squeeze the glute on the side of the leg that's to the front to avoid lower back complaints.



Quad Exercise, Leg Exercise, Quads Exercise",https://musclewiki.com/recovery/male/quads/hip-flexor-stretch-kneeling-lunge-2/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hip-flexor-stretch-kneeling-lunge-2-side.mp4#t=0.1
Hip Flexor Stretch Kneeling Lunge 3,"quads, rectus-femoris",bodyweight,Beginner,Stretching,"1
Bring yourself to kneeling lunge position. Keep a 90° angle at knees.
2
Back foot should be elevated (the higher the elevation the more the hip flexor/upper quad will stretch).
3
Slide the front knee forward while gently leaning back.
4
Squeeze the glute on the side of the leg that's to the front to avoid lower back complaints.



Quads Exercise, Leg Exercise, Quad Exercise, Rectus Femoris Exercise",https://musclewiki.com/recovery/male/quads/hip-flexor-stretch-kneeling-lunge-3/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hip-flexor-stretch-kneeling-lunge-3-front.mp4#t=0.1
Hip Openers,"chest, glutes, anterior-deltoid, posterior-deltoid",unknown,Novice,Muscle Building,"1
From the standing position perform a walkout (use to palms to ""walk"" into the push up position).
2
Bring your leg to the side and place the foot by your palm.
3
Rotate towards the ceiling and then towards the ground, pressing the hips towards the ground.



Butt Exercise, Shoulder Exercise, Anterior Deltoid Exercise, Glutes Exercise, Glute Exercise, Pec Exercise, Posterior Deltoid Exercise, Pecs, Chest Exercise, Shoulders Exercise",https://musclewiki.com/recovery/male/glutes/hip-openers/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-hip-openers-side.mp4#t=0.1
I's Prone,anterior-deltoid,unknown,Novice,Muscle Building,"1
Lie on your front with your arms extended and above your head.
2
Point the thumbs up.
3
Try to raise your arms off the ground keeping them straight.



Anterior Deltoid Exercise, Shoulders Exercise, Shoulder Exercise",https://musclewiki.com/recovery/male/shoulders/is-prone/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-is-prone-side.mp4#t=0.1
Inchworm,"hamstrings, glutes",unknown,Beginner,Muscle Building,"1
Stand tall, hinge at hips, and reach hands to the floor.
2
Walk hands forward into a plank position.
3
Walk feet towards hands and repeat the motion.



Butt Exercise, Glutes Exercise, Leg Exercise, Hamstring Exercise, Glute Exercise, Hamstrings Exercise, Lower Back, Lower back Exercise, Lower Back Exercise",https://musclewiki.com/recovery/male/lowerback/inchworm/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-inchworm-front.mp4#t=0.1
Infinity Loop Standing Hip Mobility,"glutes, rectus-femoris",unknown,Beginner,Stretching,"1
From the standing position raise one knee till the thigh is parallel to the ground.
2
Bring the knee to your side without rotating the hips.
3
The knee drives the movement and the ankle lags slightly behind.



Butt Exercise, Glutes Exercise, Leg Exercise, Glute Exercise, Rectus Femoris Exercise, Quad Exercise, Quads Exercise",https://musclewiki.com/recovery/male/glutes/infinity-loop-standing-hip-mobility/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-infinity-loop-standing-hip-mobility-side.mp4#t=0.1
Jump Into Single Leg Landing,"quads, glutes",bodyweight,Beginner,Cardio,"1
Start from the standing position. Lower your body into a semi-squatted position.
2
Push off the ground with two legs to perform the jump.
3
Land on one leg, making sure to absorb the impact by bending the knee as much as needed.



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/recovery/male/glutes/jump-bilateral-into-unilateral-landing/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-jump-bilateral-into-unilateral-landing-front.mp4#t=0.1
Jump Off Box Single Leg Landing,"quads, glutes",bodyweight,Beginner,Cardio,"1
Start from the standing position on a box. Lower your body into a semi-squatted position
2
Push off the box with two legs to perform the jump.
3
Land on one leg, on the ground, making sure to absorb the impact by bending the knee as much as needed.



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/recovery/male/glutes/jump-off-box-single-leg-landing/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-jump-off-box-single-leg-landing-front.mp4#t=0.1
Jump On And Off Box,"quads, glutes",bodyweight,Beginner,Cardio,"1
Start from the standing position. Lower your body into a semi-squatted position
2
Push off the ground with two legs to perform the jump and land on the box. Jump off the box in the same manner
3
Land on one leg, on the ground, making sure to absorb the impact by bending the knee as much as needed.
4
Absorb the impact by bending the knees when landing. Try to maintain your balance



Butt Exercise, Glutes Exercise, Leg Exercise, Quad Exercise, Glute Exercise, Quads Exercise",https://musclewiki.com/recovery/male/glutes/jump-on-and-off-box/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-jump-on-and-off-box-side.mp4#t=0.1
Jump Rope,calves,bodyweight,Beginner,Cardio,"1
Hold handles, elbows close, and jump with both feet together.
2
Rotate wrists to swing the rope over your head.
3
Jump as it reaches your feet, keeping a steady rhythm.



Calves Exercise, Leg Exercise, Calves",https://musclewiki.com/cardio/male/calves/jump-rope/,https://media.musclewiki.com/media/uploads/videos/branded/male-Cardio-jump-rope-front.mp4#t=0.1
Kettlebell Kneel To Stand Shoulder Flexion Bent Elbow Hold,shoulders,kettlebells,Intermediate,Muscle Building,"1
Stand up straight with the working arm in front of you and bent at the elbow (90°).
2
Hold an inverted kettlebell in that arm.
3
Try to kneel and then stand up without allowing the kettlebell to fall over.



",https://musclewiki.com/recovery/male/shoulders/kettlebell-kneel-to-stand-shoulder-flexion-bent-elbow-hold/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-flexion-with-bent-elbow-kneel-to-stand-kettlebell-front.mp4#t=0.1
Kettlebell Shoulder Flexion Bent Elbow Hold,shoulders,kettlebells,Beginner,Muscle Building,"1
Stand up straight with the working arm in front of you and bent at the elbow (90°).
2
Hold an inverted kettlebell in that arm.
3
The goal is to maintain the position of the kettlebell without it falling over.



",https://musclewiki.com/recovery/male/shoulders/kettlebell-shoulder-flexion-bent-elbow-hold/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-flexion-with-bent-elbow-1-standing-isometric-kettlebell-side.mp4#t=0.1
Kettlebell Walking Shoulder Flexion Bent Elbow Hold,shoulders,kettlebells,Beginner,Cardio,"1
Stand up straight with the working arm in front of you and bent at the elbow (90°).
2
Hold an inverted kettlebell in that arm. Walk around holding the kettlebell in that position.
3
The goal is to maintain the position of the kettlebell without it falling over.



",https://musclewiki.com/recovery/male/shoulders/kettlebell-walking-shoulder-flexion-bent-elbow-hold/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-shoulder-flexion-with-bent-elbow-2-walking-isometric-kettlebell-front.mp4#t=0.1
Knee Extension Seated Partial,quads,unknown,Beginner,Muscle Building,"1
Sit on a box or bench, but make sure that your upper leg is supported.
2
Extend your leg fully but bend 1/3 of the way back down.
3
Perform as many partial reps as indicated on your training program.



Quad Exercise, Leg Exercise, Quads Exercise",https://musclewiki.com/recovery/male/quads/knee-extension-seated-partial/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-knee-extension-seated-partial-side.mp4#t=0.1
Knee Pull And Lumbar Rotation,"chest, glutes",unknown,Beginner,Muscle Building,"1
Lie on your back and flatten you lower back against the ground
2
Pull one knee towards your chest and then across your body till it forces your lower back into a rotated position.



Butt Exercise, Glutes Exercise, Glute Exercise, Lower Back, Lower back Exercise, Lower Back Exercise",https://musclewiki.com/recovery/male/lowerback/knee-pull-and-lumbar-rotation-supine-glute-and-lower-back-stretch/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-knee-pull-and-lumbar-rotation-supine-glute-and-lower-back-stretch-side.mp4#t=0.1
Kneeling Quad Stretch,quads,unknown,Beginner,Stretching,"1
Sit on your heels.
2
Lean back onto your palms.
3
To increase stretch intensity lift bum off heels.



Quad Exercise, Leg Exercise, Quads Exercise",https://musclewiki.com/recovery/male/quads/quad-stretch-kneeling/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-quad-stretch-kneeling-side.mp4#t=0.1
Lat And Lateral Line Stretch,obliques,unknown,Beginner,Stretching,"1
Start from the standing position with an upright posture.
2
Cross your right leg over the left and raise your right arm over your head.
3
Lean towards your left and reach with your right arm as far to the left as possible.
4
Repeat on the opposite side by crossing the left leg over the right.
5
You can do the same exercise against a wall or by holding onto a pull-up bar.



Obliques, Obliques Exercise, Ab Exercise",https://musclewiki.com/recovery/male/obliques/lat-and-lateral-line-stretch-unilateral-standing/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-lateral-line-stretch-unilateral-standing-front.mp4#t=0.1
Lat And Shoulder External Rotation Stretch 1 Kneeling Dowel,"anterior-deltoid, posterior-deltoid",unknown,Beginner,Stretching,"1
Kneel in front of a bench, placing your elbows on with palms facing up while holding the dowel at shoulder width.
2
Sit your hips back onto your heels, pressing the head in between the arms.
3
You should feel a stretch in your lats, triceps and deep in the shoulder joint.
4
You can add movement (bend-extended arms) to mobilise the shoulder joint.



Posterior Deltoid Exercise, Anterior Deltoid Exercise, Shoulder Exercise, Lats Exercise, Shoulders Exercise",https://musclewiki.com/recovery/male/lats/lat-and-shoulder-external-rotation-stretch-1-kneeling-dowel/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-1-kneeling-dowel-side.mp4#t=0.1
Lat And Shoulder External Rotation Stretch 2 Kneeling Dowel,"anterior-deltoid, posterior-deltoid",unknown,Beginner,Stretching,"1
Kneel in front of a bench, placing your elbows on with palms facing up while holding the dowel at shoulder width.
2
Sit your hips back onto your heels, pressing the head in between the arms.
3
You should feel a stretch in your lats, triceps and deep in the shoulder joint.
4
You can add movement (bend-extended arms) to mobilise the shoulder joint.



Posterior Deltoid Exercise, Anterior Deltoid Exercise, Shoulder Exercise, Lats Exercise, Shoulders Exercise",https://musclewiki.com/recovery/male/lats/lat-and-shoulder-external-rotation-stretch-2-kneeling-dowel/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-2-kneeling-dowel-front.mp4#t=0.1
Lat And Shoulder External Rotation Stretch 3 Kneeling Dowel,"anterior-deltoid, posterior-deltoid",unknown,Beginner,Stretching,"1
Kneel in front of a bench, placing your elbows on with palms facing up while holding the dowel at shoulder width.
2
Sit your hips back onto your heels, pressing the head in between the arms.
3
You should feel a stretch in your lats, triceps and deep in the shoulder joint.
4
You can add movement (bend-extended arms) to mobilise the shoulder joint.



Posterior Deltoid Exercise, Anterior Deltoid Exercise, Shoulder Exercise, Lats Exercise, Shoulders Exercise",https://musclewiki.com/recovery/male/lats/lat-and-shoulder-external-rotation-stretch-3-kneeling-dowel/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-lat-and-shoulder-external-rotation-stretch-3-kneeling-dowel-side.mp4#t=0.1
Lats Stretch Variation One,lats,unknown,Novice,Stretching,"1
Place both hands on the wall in front of you.
2
Slowly lower your body until you feel the stretch.
3
Hold at the bottom of the stretch, return to starting position.



How To Do A Lats Stretch Variation One, Fitness Stretch, beginner Stretches exercise, Lats Exercise, How to do Lats Stretch Variation One",https://musclewiki.com/stretches/male/lats/lats-stretch-variation-one/,https://media.musclewiki.com/media/uploads/videos/branded/male-lats-stretch-variation-1-front.mp4#t=0.1
Lats Stretch Variation Three,lats,unknown,Novice,Stretching,"1
Find a wall to lean against, lay your tricep against the wall with your hand behind your back.
2
Slowly lean into the wall.
3
Return to starting position, then switch sides.



beginner Stretches exercise, Fitness Stretch, Lats Exercise, How To Do A Lats Stretch Variation Three, How to do Lats Stretch Variation Three",https://musclewiki.com/stretches/male/lats/lats-stretch-variation-three/,https://media.musclewiki.com/media/uploads/videos/branded/male-lats-stretch-variation-3-front.mp4#t=0.1
Lats Stretch Variation Two,lats,unknown,Novice,Stretching,"1
Stand up right and raise your hand to a full stretch above your head.
2
Slowly lean across your body and trace the opposite hand down your leg.
3
Hold at the bottom of the stretch, return to starting position and then switch sides.



beginner Stretches exercise, Fitness Stretch, Lats Exercise, How To Do A Lats Stretch Variation Two, How to do Lats Stretch Variation Two",https://musclewiki.com/stretches/male/lats/lats-stretch-variation-two/,https://media.musclewiki.com/media/uploads/videos/branded/male-lats-stretch-variation-2-front.mp4#t=0.1
Leg Lowers,"abdominals, lower-abdominals",unknown,Novice,Muscle Building,"1
Lie on your back. Raise your legs but bend your knees
2
Keep a 90° angle at hips and knees. Lower your toes to the ground without bending your knees
3
Make sure you maintain a flat lower back against the ground throughout the movement.



Lower Abdominals Exercise, Abs, Abdominals Exercise, Abdominal Exercise, Abs Exercise",https://musclewiki.com/recovery/male/abdominals/leg-lowers/,https://media.musclewiki.com/media/uploads/videos/branded/male-Recovery-leg-lowers-side.mp4#t=0.1
Lord Of The Dance,quads,unknown,Intermediate,Stretching,"1
Begin by standing tall with your feet hip-width apart.
2
Shift your weight onto your left foot and bring your right heel towards your glute.
3
Reach your right arm back and grab onto the inside of your right foot or ankle.
4
Inhale and lift your right foot away from your glute while extending your left arm forward. Hold for 5-10 breaths before switching sides.



Quad Exercise, Leg Exercise, Natarajasana, Yoga Exercises, intermediate Yoga exercise, Yoga Fitness, Yoga Pose, Yoga, Quads Exercise, How To Do A Lord Of The Dance, Lord of the Dance, How to do Lord Of The Dance",https://musclewiki.com/yoga/male/quads/lord-of-the-dance/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-lord-of-the-dance-side.mp4#t=0.1
Monkey Pose,quads,unknown,Advanced,Stretching,"1
Begin in a low lunge with your right foot forward and your left knee on the ground.
2
Slowly slide your left knee back while extending your right leg forward, keeping both legs straight.
3
Lower your body down to the ground, using your hands for support if needed.
4
Hold the pose for a few breaths, then switch sides and repeat.



How to do Monkey Pose, advanced Yoga exercise, Monkey Pose, Yoga, advanced exercise, Leg Exercise, Quad Exercise, Hanumanasana, Yoga Pose, Yoga Exercises, How To Do A Monkey Pose, Quads Exercise, Splits, Yoga Fitness",https://musclewiki.com/yoga/male/quads/monkey-pose/,https://media.musclewiki.com/media/uploads/videos/branded/male-yoga-monkey-pose-front.mp4#t=0.1
